libjpeg62-turbo:arm64	1:2.1.5-4	libjpeg-turbo	1:2.1.5-4
libjpeg62-turbo-dev:arm64	1:2.1.5-4	libjpeg-turbo	1:2.1.5-4
liblastlog2-2:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
liblsan0:arm64	14.2.0-19	gcc-14	14.2.0-19
liblz4-1:arm64	1.10.0-4	lz4	1.10.0-4
liblzma5:arm64	5.8.1-1+deb13u1	xz-utils	5.8.1-1+deb13u1
libmd0:arm64	1.1.0-2+b1	libmd	1.1.0-2
libmount-dev:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
libmount1:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
libmpc3:arm64	1.3.1-1+b3	mpclib3	1.3.1-1
libmpfr6:arm64	4.2.2-1	mpfr4	4.2.2-1
libmujs-dev:arm64	1.3.6-1	mujs	1.3.6-1
libmujs3:arm64	1.3.6-1	mujs	1.3.6-1
libncursesw6:arm64	6.5+20250216-2	ncurses	6.5+20250216-2
libnettle8t64:arm64	3.10.1-1	nettle	3.10.1-1
libopenjp2-7:arm64	2.5.3-2.1~deb13u2	openjpeg2	2.5.3-2.1~deb13u2
libopenjp2-7-dev:arm64	2.5.3-2.1~deb13u2	openjpeg2	2.5.3-2.1~deb13u2
libpam-modules:arm64	1.7.0-5	pam	1.7.0-5
libpam-modules-bin	1.7.0-5	pam	1.7.0-5
libpam-runtime	1.7.0-5	pam	1.7.0-5
libpam0g:arm64	1.7.0-5	pam	1.7.0-5
libpcre2-16-0:arm64	10.46-1~deb13u1	pcre2	10.46-1~deb13u1
libpcre2-32-0:arm64	10.46-1~deb13u1	pcre2	10.46-1~deb13u1
libpcre2-8-0:arm64	10.46-1~deb13u1	pcre2	10.46-1~deb13u1
libpcre2-dev:arm64	10.46-1~deb13u1	pcre2	10.46-1~deb13u1
libpcre2-posix3:arm64	10.46-1~deb13u1	pcre2	10.46-1~deb13u1
libperl5.40:arm64	5.40.1-6	perl	5.40.1-6
libpixman-1-0:arm64	0.44.0-3	pixman	0.44.0-3
libpkgconf3:arm64	1.8.1-4	pkgconf	1.8.1-4
libpng-dev:arm64	1.6.48-1+deb13u5	libpng1.6	1.6.48-1+deb13u5
libpng16-16t64:arm64	1.6.48-1+deb13u5	libpng1.6	1.6.48-1+deb13u5
libpython3-stdlib:arm64	3.13.5-1	python3-defaults	3.13.5-1
libpython3.13-minimal:arm64	3.13.5-2+deb13u4	python3.13	3.13.5-2+deb13u4
libpython3.13-stdlib:arm64	3.13.5-2+deb13u4	python3.13	3.13.5-2+deb13u4
libreadline8t64:arm64	8.2-6	readline	8.2-6
libseccomp2:arm64	2.6.0-2	libseccomp	2.6.0-2
libselinux1:arm64	3.8.1-1	libselinux	3.8.1-1
libselinux1-dev:arm64	3.8.1-1	libselinux	3.8.1-1
libsemanage-common	3.8.1-1	libsemanage	3.8.1-1
libsemanage2:arm64	3.8.1-1	libsemanage	3.8.1-1
libsepol-dev:arm64	3.8.1-1	libsepol	3.8.1-1
libsepol2:arm64	3.8.1-1	libsepol	3.8.1-1
libsframe1:arm64	2.44-3	binutils	2.44-3
libsmartcols1:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
libsqlite3-0:arm64	3.46.1-7+deb13u1	sqlite3	3.46.1-7+deb13u1
libssl3t64:arm64	3.5.6-1~deb13u2	openssl	3.5.6-1~deb13u2
libstdc++-14-dev:arm64	14.2.0-19	gcc-14	14.2.0-19
libstdc++6:arm64	14.2.0-19	gcc-14	14.2.0-19
libsysprof-capture-4-dev:arm64	48.0-2	sysprof	48.0-2
libsystemd0:arm64	257.13-1~deb13u1	systemd	257.13-1~deb13u1
libtinfo6:arm64	6.5+20250216-2	ncurses	6.5+20250216-2
libtsan2:arm64	14.2.0-19	gcc-14	14.2.0-19
libubsan1:arm64	14.2.0-19	gcc-14	14.2.0-19
libudev1:arm64	257.13-1~deb13u1	systemd	257.13-1~deb13u1
libuuid1:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
libx11-6:arm64	2:1.8.12-1	libx11	2:1.8.12-1
libx11-data	2:1.8.12-1	libx11	2:1.8.12-1
libxau6:arm64	1:1.0.11-1	libxau	1:1.0.11-1
libxcb-render0:arm64	1.17.0-2+b1	libxcb	1.17.0-2
libxcb-shm0:arm64	1.17.0-2+b1	libxcb	1.17.0-2
libxcb1:arm64	1.17.0-2+b1	libxcb	1.17.0-2
libxdmcp6:arm64	1:1.1.5-1	libxdmcp	1:1.1.5-1
libxext6:arm64	2:1.3.4-1+b3	libxext	2:1.3.4-1
libxrender1:arm64	1:0.9.12-1	libxrender	1:0.9.12-1
libxxhash0:arm64	0.8.3-2	xxhash	0.8.3-2
libzstd1:arm64	1.5.7+dfsg-1	libzstd	1.5.7+dfsg-1
linux-libc-dev	6.12.107-1	linux	6.12.107-1
login	1:4.16.0-2+really2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
login.defs	1:4.17.4-2	shadow	1:4.17.4-2
make	4.4.1-2	make-dfsg	4.4.1-2
mawk	1.3.4.20250131-1	mawk	1.3.4.20250131-1
media-types	13.0.0	media-types	13.0.0
mount	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
native-architecture	0.2.6	architecture-properties	0.2.6
ncurses-base	6.5+20250216-2	ncurses	6.5+20250216-2
ncurses-bin	6.5+20250216-2	ncurses	6.5+20250216-2
netbase	6.5	netbase	6.5
openssl-provider-legacy	3.5.6-1~deb13u2	openssl	3.5.6-1~deb13u2
passwd	1:4.17.4-2	shadow	1:4.17.4-2
patch	2.8-2	patch	2.8-2
perl	5.40.1-6	perl	5.40.1-6
perl-base	5.40.1-6	perl	5.40.1-6
perl-modules-5.40	5.40.1-6	perl	5.40.1-6
pkg-config:arm64	1.8.1-4	pkgconf	1.8.1-4
pkgconf:arm64	1.8.1-4	pkgconf	1.8.1-4
pkgconf-bin	1.8.1-4	pkgconf	1.8.1-4
python3	3.13.5-1	python3-defaults	3.13.5-1
python3-minimal	3.13.5-1	python3-defaults	3.13.5-1
python3-packaging	25.0-1	python-packaging	25.0-1
python3.13	3.13.5-2+deb13u4	python3.13	3.13.5-2+deb13u4
python3.13-minimal	3.13.5-2+deb13u4	python3.13	3.13.5-2+deb13u4
readline-common	8.2-6	readline	8.2-6
rpcsvc-proto	1.4.3-1+b1	rpcsvc-proto	1.4.3-1
sed	4.9-2+deb13u1	sed	4.9-2+deb13u1
sqv	1.3.0-3+b2	rust-sequoia-sqv	1.3.0-3
sysvinit-utils	3.14-4	sysvinit	3.14-4
tar	1.35+dfsg-3.1	tar	1.35+dfsg-3.1
tzdata	2026b-0+deb13u1	tzdata	2026b-0+deb13u1
util-linux	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
uuid-dev:arm64	2.41.5-0+deb13u1	util-linux	2.41.5-0+deb13u1
xz-utils	5.8.1-1+deb13u1	xz-utils	5.8.1-1+deb13u1
zlib1g:arm64	1:1.3.dfsg+really1.3.1-1+b1	zlib	1:1.3.dfsg+really1.3.1-1
zlib1g-dev:arm64	1:1.3.dfsg+really1.3.1-1+b1	zlib	1:1.3.dfsg+really1.3.1-1
